support,itemsets
0.02974307752067033,frozenset({'HAND WARMER SCOTTY DOG DESIGN'})
0.029632095888130514,frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'})
0.029576605071860607,frozenset({'POTTERING IN THE SHED METAL SIGN'})
0.0295211142555907,frozenset({'GREY HEART HOT WATER BOTTLE'})
0.02946562343932079,"frozenset({'LUNCH BAG RED RETROSPOT', 'JUMBO BAG RED RETROSPOT'})"
0.029410132623050884,frozenset({'RED RETROSPOT SHOPPER BAG'})
0.029354641806780976,frozenset({'SMALL GLASS HEART TRINKET POT'})
0.029299150990511072,"frozenset({'WOODEN FRAME ANTIQUE WHITE ', 'WOODEN PICTURE FRAME WHITE FINISH'})"
0.02913267854170135,frozenset({'TRAVEL CARD WALLET KEEP CALM'})
0.02907718772543144,frozenset({'ALARM CLOCK BAKELIKE IVORY'})
0.028966206092891626,"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG  BLACK SKULL.'})"
0.028688752011542088,frozenset({'FELTCRAFT 6 FLOWER FRIENDS'})
0.028633261195272184,"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG SUKI DESIGN '})"
0.028633261195272184,"frozenset({'JUMBO BAG STRAWBERRY', 'JUMBO BAG RED RETROSPOT'})"
0.02846678874646246,frozenset({'BLUE HARMONICA IN BOX '})
0.02846678874646246,"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})"
0.028411297930192553,frozenset({'ZINC METAL HEART DECORATION'})
0.028300316297652738,frozenset({'SMALL DOLLY MIX DESIGN ORANGE BOWL'})
0.02824482548138283,"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG RED RETROSPOT'})"
0.02824482548138283,frozenset({'WOODEN HEART CHRISTMAS SCANDINAVIAN'})
0.028189334665112923,"frozenset({'JUMBO BAG APPLES', 'JUMBO BAG RED RETROSPOT'})"
0.028133843848843015,frozenset({'SUKI  SHOULDER BAG'})
0.028078353032573108,frozenset({'JUMBO BAG TOYS '})
0.0280228622163032,frozenset({'CHRISTMAS CRAFT LITTLE FRIENDS'})
0.0280228622163032,"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO BAG PINK POLKADOT'})"
0.027967371400033296,frozenset({'CREAM HEART CARD HOLDER'})
0.02791188058376339,"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG CARS BLUE'})"
0.027800898951223573,"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG SPACEBOY DESIGN '})"
0.027689917318683758,"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG SUKI DESIGN '})"
0.027467954053604127,frozenset({'CHARLOTTE BAG APPLES DESIGN'})
0.027467954053604127,frozenset({'ASSORTED COLOURS SILK FAN'})
0.02741246323733422,frozenset({'PLASTERS IN TIN SPACEBOY'})
0.027356972421064312,frozenset({'CREAM SWEETHEART MINI CHEST'})
0.027301481604794408,frozenset({'PACK OF 12 LONDON TISSUES '})
0.027301481604794408,"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER ', 'GREEN REGENCY TEACUP AND SAUCER'})"
0.027301481604794408,frozenset({'PINK BLUE FELT CRAFT TRINKET BOX'})
0.027190499972254593,frozenset({'EDWARDIAN PARASOL NATURAL'})
0.027135009155984685,frozenset({'PLASTERS IN TIN VINTAGE PAISLEY '})
0.027079518339714777,"frozenset({'JUMBO BAG PINK VINTAGE PAISLEY', 'JUMBO BAG RED RETROSPOT'})"
0.027079518339714777,frozenset({'PLASTERS IN TIN SKULLS'})
0.026968536707174962,frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'})
0.026913045890905055,"frozenset({'DOTCOM POSTAGE', 'JUMBO BAG RED RETROSPOT'})"
0.026857555074635147,frozenset({'SINGLE HEART ZINC T-LIGHT HOLDER'})
0.02680206425836524,frozenset({'WORLD WAR 2 GLIDERS ASSTD DESIGNS'})
0.02680206425836524,"frozenset({'HEART OF WICKER LARGE', 'HEART OF WICKER SMALL'})"
0.02680206425836524,"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG SPACEBOY DESIGN '})"
0.026691082625825428,frozenset({'NO SINGING METAL SIGN'})
0.02663559180955552,frozenset({'WHITE SKULL HOT WATER BOTTLE '})
0.026580100993285612,"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'CHARLOTTE BAG PINK POLKADOT'})"
0.026580100993285612,frozenset({'WOODEN STAR CHRISTMAS SCANDINAVIAN'})
0.026580100993285612,frozenset({'SWEETHEART CERAMIC TRINKET BOX'})
0.026469119360745797,frozenset({'PHOTO FRAME CORNICE'})
0.02641362854447589,frozenset({'HAND WARMER UNION JACK'})
0.026358137728205982,"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'RED RETROSPOT CHARLOTTE BAG'})"
0.026302646911936074,frozenset({'ENAMEL FLOWER JUG CREAM'})
0.026302646911936074,"frozenset({'JUMBO BAG WOODLAND ANIMALS', 'JUMBO BAG RED RETROSPOT'})"
0.02619166527939626,frozenset({'SET OF 12 FAIRY CAKE BAKING CASES'})
0.02619166527939626,frozenset({'JUMBO BAG DOILEY PATTERNS'})
0.02619166527939626,frozenset({'METAL 4 HOOK HANGER FRENCH CHATEAU'})
0.026080683646856444,"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG CARS BLUE'})"
0.025969702014316632,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'RED HANGING HEART T-LIGHT HOLDER'})"
0.025914211198046724,frozenset({'CHILDRENS APRON SPACEBOY DESIGN'})
0.025747738749237,frozenset({'VINTAGE UNION JACK BUNTING'})
0.025636757116697186,frozenset({'DOORMAT FANCY FONT HOME SWEET HOME'})
0.025636757116697186,frozenset({'NATURAL SLATE CHALKBOARD LARGE '})
0.02558126630042728,frozenset({'FELTCRAFT BUTTERFLY HEARTS'})
0.02558126630042728,frozenset({'LADIES & GENTLEMEN METAL SIGN'})
0.025470284667887463,frozenset({'SET OF 72 PINK HEART PAPER DOILIES'})
0.025470284667887463,frozenset({'RED RETROSPOT PEG BAG'})
0.025414793851617556,"frozenset({'STRAWBERRY CHARLOTTE BAG', 'RED RETROSPOT CHARLOTTE BAG'})"
0.02535930303534765,frozenset({'JUMBO BAG VINTAGE CHRISTMAS '})
0.025303812219077744,"frozenset({'LUNCH BAG WOODLAND', 'LUNCH BAG RED RETROSPOT'})"
0.025248321402807836,frozenset({'LOVE HOT WATER BOTTLE'})
0.02519283058653793,"frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO BAG PINK POLKADOT'})"
0.02519283058653793,"frozenset({'REGENCY CAKESTAND 3 TIER', 'GREEN REGENCY TEACUP AND SAUCER'})"
0.02519283058653793,"frozenset({'ROSES REGENCY TEACUP AND SAUCER ', 'REGENCY CAKESTAND 3 TIER'})"
0.02519283058653793,frozenset({'RED RETROSPOT CAKE STAND'})
0.02519283058653793,"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG SPACEBOY DESIGN '})"
0.02513733977026802,frozenset({'PINK FAIRY CAKE CHILDRENS APRON'})
0.02513733977026802,frozenset({'RED KITCHEN SCALES'})
0.02513733977026802,frozenset({'PARTY METAL SIGN '})
0.025081848953998113,"frozenset({'PARTY BUNTING', 'SPOTTY BUNTING'})"
0.024970867321458298,frozenset({'RED RETROSPOT PICNIC BAG'})
0.024970867321458298,frozenset({'PICNIC BASKET WICKER SMALL'})
0.024970867321458298,frozenset({'TEA TIME PARTY BUNTING'})
0.02491537650518839,frozenset({'SET OF 20 KIDS COOKIE CUTTERS'})
0.024859885688918483,frozenset({'TOY TIDY PINK POLKADOT'})
0.024859885688918483,frozenset({'KNITTED UNION FLAG HOT WATER BOTTLE'})
0.024859885688918483,frozenset({'SMALL HEART MEASURING SPOONS'})
0.024859885688918483,frozenset({'FELTCRAFT CUSHION OWL'})
0.024859885688918483,frozenset({'STRAWBERRY LUNCH BOX WITH CUTLERY'})
0.024693413240108764,frozenset({'CHOCOLATE THIS WAY METAL SIGN'})
0.024637922423838856,"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG SUKI DESIGN '})"
0.024471449975029133,frozenset({'PACK OF 60 SPACEBOY CAKE CASES'})
0.024415959158759225,frozenset({'LUNCH BAG DOILEY PATTERN '})
0.024249486709949503,frozenset({'3 STRIPEY MICE FELTCRAFT'})
0.024193995893679595,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'JUMBO BAG RED RETROSPOT'})"
0.024193995893679595,frozenset({'ENAMEL BREAD BIN CREAM'})
0.023972032628599968,frozenset({'PAPER CHAIN KIT EMPIRE'})
0.02391654181233006,"frozenset({'LUNCH BAG APPLE DESIGN', 'LUNCH BAG RED RETROSPOT'})"
0.023861050996060153,frozenset({'SMALL MARSHMALLOWS PINK BOWL'})
0.023861050996060153,"frozenset({""YOU'RE CONFUSING ME METAL SIGN ""})"
0.023861050996060153,"frozenset({'WOODLAND CHARLOTTE BAG', 'RED RETROSPOT CHARLOTTE BAG'})"
0.023805560179790245,frozenset({'CHRISTMAS CRAFT TREE TOP ANGEL'})
0.023805560179790245,frozenset({'PICNIC BASKET WICKER LARGE'})
0.023750069363520337,frozenset({'TOILET SIGN OCCUPIED OR VACANT'})
0.023750069363520337,frozenset({'ZINC FOLKART SLEIGH BELLS'})
0.023750069363520337,frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND '})
0.023750069363520337,frozenset({'ROTATING SILVER ANGELS T-LIGHT HLDR'})
0.023750069363520337,"frozenset({'JUMBO BAG SCANDINAVIAN BLUE PAISLEY', 'JUMBO BAG RED RETROSPOT'})"
0.02369457854725043,frozenset({'AREA PATROLLED METAL SIGN'})
0.02369457854725043,frozenset({'DOORMAT SPOTTY HOME SWEET HOME'})
0.023639087730980522,"frozenset({'SPACEBOY LUNCH BOX ', 'DOLLY GIRL LUNCH BOX'})"
0.023639087730980522,frozenset({'SET/3 RED GINGHAM ROSE STORAGE BOX'})
0.023639087730980522,frozenset({'SET OF 3 WOODEN HEART DECORATIONS'})
0.023583596914710615,"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG SUKI DESIGN '})"
0.023583596914710615,"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO BAG WOODLAND ANIMALS'})"
0.023528106098440707,frozenset({'SPACEBOY BIRTHDAY CARD'})
0.023528106098440707,frozenset({'JUMBO BAG DOLLY GIRL DESIGN'})
0.023417124465900892,frozenset({'CARD BILLBOARD FONT'})
0.023417124465900892,frozenset({'VINTAGE PAISLEY STATIONERY SET'})
0.023361633649630988,"frozenset({'LUNCH BAG WOODLAND', 'LUNCH BAG  BLACK SKULL.'})"
0.023361633649630988,frozenset({'CLEAR DRAWER KNOB ACRYLIC EDWARDIAN'})
0.023361633649630988,frozenset({'BEWARE OF THE CAT METAL SIGN '})
0.02330614283336108,"frozenset({'JAM MAKING SET PRINTED', 'JAM MAKING SET WITH JARS'})"
0.02330614283336108,frozenset({'MEMO BOARD RETROSPOT  DESIGN'})
0.023250652017091172,"frozenset({'LUNCH BAG WOODLAND', 'LUNCH BAG SPACEBOY DESIGN '})"
0.023250652017091172,"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO  BAG BAROQUE BLACK WHITE'})"
0.023250652017091172,frozenset({'RED DINER WALL CLOCK'})
0.023195161200821265,"frozenset({'LUNCH BAG APPLE DESIGN', 'LUNCH BAG SUKI DESIGN '})"
0.023195161200821265,frozenset({'SET/6 RED SPOTTY PAPER PLATES'})
0.023195161200821265,frozenset({'SCANDINAVIAN PAISLEY PICNIC BAG'})
0.023028688752011542,frozenset({'PACK OF 12 HEARTS DESIGN TISSUES '})
0.022973197935741634,"frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO  BAG BAROQUE BLACK WHITE'})"
0.022917707119471727,"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'WOODLAND CHARLOTTE BAG'})"
0.022917707119471727,frozenset({'FELTCRAFT PRINCESS CHARLOTTE DOLL'})
0.02280672548693191,frozenset({'SCANDINAVIAN REDS RIBBONS'})
0.02280672548693191,frozenset({'RED WOOLLY HOTTIE WHITE HEART.'})
0.02280672548693191,frozenset({'PANTRY MAGNETIC  SHOPPING LIST'})
0.022751234670662004,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'NATURAL SLATE HEART CHALKBOARD '})"
0.0226957438543921,frozenset({'TRAVEL SEWING KIT'})
0.0226957438543921,"frozenset({'PACK OF 72 RETROSPOT CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})"
0.022640253038122192,frozenset({'RECIPE BOX RETROSPOT '})
0.022640253038122192,frozenset({'SOLDIERS EGG CUP '})
0.022640253038122192,frozenset({'FLORAL FOLK STATIONERY SET'})
0.022584762221852284,"frozenset({'JUMBO  BAG BAROQUE BLACK WHITE', 'JUMBO BAG PINK POLKADOT'})"
0.022529271405582377,frozenset({'NATURAL SLATE RECTANGLE CHALKBOARD'})
0.022529271405582377,frozenset({'CHARLOTTE BAG VINTAGE ALPHABET '})
0.02247378058931247,frozenset({'FAWN BLUE HOT WATER BOTTLE'})
0.02247378058931247,"frozenset({'LUNCH BAG WOODLAND', 'LUNCH BAG CARS BLUE'})"
0.02247378058931247,"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO BAG PINK POLKADOT', 'JUMBO BAG RED RETROSPOT'})"
0.02247378058931247,"frozenset({'JUMBO STORAGE BAG SKULLS', 'JUMBO BAG RED RETROSPOT'})"
0.02241828977304256,"frozenset({'JUMBO BAG VINTAGE LEAF', 'JUMBO BAG RED RETROSPOT'})"
0.02241828977304256,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN PICTURE FRAME WHITE FINISH'})"
0.02241828977304256,frozenset({'TRAVEL CARD WALLET VINTAGE TICKET'})
0.022362798956772654,frozenset({'SKULL SHOULDER BAG'})
0.022307308140502746,"frozenset({'RECYCLING BAG RETROSPOT ', 'JUMBO BAG RED RETROSPOT'})"
0.02225181732423284,"frozenset({'JUMBO BAG PINK VINTAGE PAISLEY', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})"
0.02225181732423284,frozenset({'BAKING SET SPACEBOY DESIGN'})
0.02225181732423284,frozenset({'WOODEN UNION JACK BUNTING'})
0.022140835691693023,frozenset({'RED RETROSPOT OVEN GLOVE '})
0.022140835691693023,frozenset({'WICKER STAR '})
0.02202985405915321,"frozenset({'JUMBO BAG WOODLAND ANIMALS', 'JUMBO BAG PINK POLKADOT'})"
0.02202985405915321,"frozenset({'JUMBO BAG ALPHABET', 'JUMBO BAG RED RETROSPOT'})"
0.02202985405915321,frozenset({'WHITE WOOD GARDEN PLANT LADDER'})
0.02202985405915321,"frozenset({'LUNCH BAG APPLE DESIGN', 'LUNCH BAG  BLACK SKULL.'})"
0.02202985405915321,frozenset({'ALARM CLOCK BAKELIKE ORANGE'})
0.021974363242883304,frozenset({'SET OF TEA COFFEE SUGAR TINS PANTRY'})
0.021918872426613396,frozenset({'TOILET METAL SIGN'})
0.021918872426613396,"frozenset({'JUMBO STORAGE BAG SUKI', 'DOTCOM POSTAGE'})"
0.021918872426613396,frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS '})
0.02186338161034349,frozenset({'SET OF 6 SOLDIER SKITTLES'})
0.02186338161034349,"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG SPACEBOY DESIGN '})"
0.02186338161034349,frozenset({'PACK OF 12 TRADITIONAL CRAYONS'})
0.02180789079407358,frozenset({'4 TRADITIONAL SPINNING TOPS'})
0.02180789079407358,frozenset({'WOOD S/3 CABINET ANT WHITE FINISH'})
0.02180789079407358,"frozenset({'ALARM CLOCK BAKELIKE RED ', 'ALARM CLOCK BAKELIKE PINK'})"
0.02180789079407358,"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'STRAWBERRY CHARLOTTE BAG'})"
0.021752399977803673,frozenset({'VINTAGE CREAM DOG FOOD CONTAINER'})
0.021696909161533766,frozenset({'STRAWBERRY SHOPPER BAG'})
0.021641418345263858,"frozenset({'JUMBO BAG SPACEBOY DESIGN', 'JUMBO BAG RED RETROSPOT'})"
